customer_id,customer_type,product,category,unit_price,quantity,discount,total_price,region,order_date,cluster
8303,0,30,2,3.1,58,0.05,170.81,14,2023-06-30,1
8740,1,44,3,0.57,1,0.0,0.57,3,2022-02-22,0
8740,1,13,1,1.64,8,0.0,13.12,3,2022-02-22,0
8740,1,9,3,1.26,12,0.0,15.12,3,2022-02-22,0
8740,1,15,1,1.8,6,0.0,10.8,3,2022-02-22,0
2896,0,33,0,8.41,90,0.1,681.21,15,2021-10-15,1
2896,0,0,3,1.04,48,0.05,47.42,15,2021-10-15,1
659,0,27,1,4.14,71,0.1,264.55,0,2021-10-21,1
659,0,4,0,5.06,31,0.05,149.02,0,2021-10-21,0
812,1,38,2,0.55,14,0.0,7.7,3,2022-05-05,0
812,1,24,2,3.21,7,0.0,22.47,3,2022-05-05,0
812,1,30,2,2.28,8,0.0,18.24,3,2022-05-05,0
2004,1,28,2,1.74,3,0.0,5.22,8,2023-07-11,0
2004,1,11,2,2.12,4,0.0,8.48,8,2023-07-11,0
2004,1,45,3,1.46,2,0.0,2.92,8,2023-07-11,0
2004,1,5,2,2.26,4,0.0,9.04,8,2023-07-11,0
2004,1,10,2,1.23,14,0.0,17.22,8,2023-07-11,0
4732,0,15,1,2.1,38,0.1,71.82,6,2021-10-16,1
4732,0,36,2,1.31,95,0.1,112.01,6,2021-10-16,1
5066,1,22,0,4.35,3,0.0,13.05,4,2022-01-21,0
5066,1,25,2,0.96,9,0.0,8.64,4,2022-01-21,0
5066,1,3,0,1.37,8,0.0,10.96,4,2022-01-21,0
5066,1,7,1,3.56,2,0.0,7.12,4,2022-01-21,0
5066,1,9,3,1.26,13,0.0,16.38,4,2022-01-21,0
4239,1,22,0,4.35,4,0.0,17.4,13,2022-01-28,0
4239,1,28,2,1.53,3,0.0,4.59,13,2022-01-28,0
4239,1,25,2,0.96,1,0.0,0.96,13,2022-01-28,0
4239,1,44,3,0.57,6,0.0,3.42,13,2022-01-28,0
8284,0,27,1,3.42,57,0.15,165.7,11,2022-05-22,1
8284,0,41,0,42.09,15,0.1,568.22,11,2022-05-22,1
8284,0,13,1,1.67,94,0.15,133.43,11,2022-05-22,1
8284,0,40,1,3.04,43,0.1,117.65,11,2022-05-22,1
6848,0,11,2,1.97,36,0.05,67.37,2,2023-07-01,0
1521,1,27,1,2.93,1,0.0,2.93,11,2021-10-31,0
1521,1,21,1,3.12,13,0.0,40.56,11,2021-10-31,0
6402,0,39,0,32.61,39,0.05,1208.2,1,2023-06-23,1
6402,0,6,2,0.7,33,0.05,21.94,1,2023-06-23,0
6402,0,44,3,0.75,88,0.15,56.1,1,2023-06-23,1
6402,0,19,0,1.21,2,0.05,2.3,1,2023-06-23,0
3033,1,34,3,0.89,2,0.0,1.78,13,2022-03-10,0
3033,1,41,0,109.19,5,0.0,545.95,13,2022-03-10,2
3033,1,20,0,0.96,15,0.0,14.4,13,2022-03-10,0
8832,1,9,3,1.26,10,0.0,12.6,2,2022-10-20,0
8832,1,11,2,2.05,10,0.0,20.5,2,2022-10-20,0
8832,1,22,0,4.35,14,0.0,60.9,2,2022-10-20,0
5929,0,20,0,2.26,70,0.15,134.47,0,2021-07-10,1
4486,0,15,1,1.46,7,0.05,9.71,15,2021-01-13,0
4486,0,42,3,0.59,33,0.1,17.52,15,2021-01-13,1
4486,0,30,2,2.34,50,0.05,111.15,15,2021-01-13,1
4486,0,12,3,0.33,24,0.05,7.52,15,2021-01-13,0
2896,0,29,1,2.84,33,0.05,89.03,15,2021-05-16,0
2896,0,27,1,3.58,93,0.1,299.65,15,2021-05-16,1
2896,0,13,1,1.12,60,0.1,60.48,15,2021-05-16,1
2896,0,0,3,0.68,34,0.05,21.96,15,2021-05-16,0
1355,1,27,1,3.11,1,0.0,3.11,7,2023-12-27,0
6526,1,25,2,0.96,11,0.0,10.56,13,2022-11-15,0
6526,1,0,3,0.96,9,0.0,8.64,13,2022-11-15,0
8543,1,15,1,1.86,11,0.0,20.46,0,2023-04-14,0
8543,1,27,1,3.11,8,0.0,24.88,0,2023-04-14,0
8543,1,36,2,1.27,14,0.0,17.78,0,2023-04-14,0
8543,1,29,1,2.45,14,0.0,34.3,0,2023-04-14,0
2517,1,18,0,35.52,6,0.0,213.12,2,2021-12-05,0
8758,0,42,3,0.72,50,0.1,32.4,3,2022-08-24,1
8758,0,45,3,1.37,62,0.1,76.45,3,2022-08-24,1
8758,0,33,0,5.0,39,0.05,185.25,3,2022-08-24,1
1241,1,39,0,35.65,10,0.0,356.5,8,2023-10-05,0
1206,1,38,2,0.53,10,0.0,5.3,2,2021-06-02,0
1206,1,18,0,35.52,3,0.0,106.56,2,2021-06-02,0
1206,1,43,3,0.62,12,0.0,7.44,2,2021-06-02,0
1206,1,29,1,2.31,9,0.0,20.79,2,2021-06-02,0
1206,1,11,2,1.99,15,0.0,29.85,2,2021-06-02,0
2024,1,36,2,1.24,7,0.0,8.68,13,2022-09-18,0
2024,1,0,3,0.96,4,0.0,3.84,13,2022-09-18,0
4573,1,23,2,0.61,1,0.0,0.61,10,2022-01-26,0
5533,0,21,1,3.64,93,0.1,304.67,0,2022-03-03,1
5533,0,24,2,3.46,67,0.05,220.23,0,2022-03-03,1
184,1,17,0,1.99,11,0.0,21.89,3,2023-11-19,0
184,1,29,1,2.45,15,0.0,36.75,3,2023-11-19,0
184,1,43,3,0.59,11,0.0,6.49,3,2023-11-19,0
184,1,30,2,2.35,1,0.0,2.35,3,2023-11-19,0
184,1,5,2,2.26,2,0.0,4.52,3,2023-11-19,0
221,0,21,1,2.62,32,0.05,79.65,10,2023-12-29,0
221,0,32,2,3.19,80,0.05,242.44,10,2023-12-29,1
221,0,14,0,18.16,17,0.1,277.85,10,2023-12-29,1
221,0,19,0,1.11,69,0.1,68.93,10,2023-12-29,1
221,0,46,0,1.7,77,0.15,111.26,10,2023-12-29,1
5300,1,37,3,0.49,5,0.0,2.45,4,2023-03-03,0
5300,1,42,3,1.71,11,0.0,18.81,4,2023-03-03,0
5300,1,9,3,1.31,8,0.0,10.48,4,2023-03-03,0
5300,1,31,0,4.32,13,0.0,56.16,4,2023-03-03,0
5300,1,34,3,0.91,1,0.0,0.91,4,2023-03-03,0
2774,1,15,1,1.86,2,0.0,3.72,15,2023-08-26,0
2774,1,21,1,3.31,10,0.0,33.1,15,2023-08-26,0
2774,1,18,0,37.69,3,0.0,113.07,15,2023-08-26,0
158,1,13,1,1.59,6,0.0,9.54,15,2021-05-26,0
158,1,27,1,2.93,2,0.0,5.86,15,2021-05-26,0
158,1,42,3,1.61,9,0.0,14.49,15,2021-05-26,0
158,1,40,1,3.23,5,0.0,16.15,15,2021-05-26,0
6960,1,43,3,0.56,6,0.0,3.36,4,2021-02-04,0
6960,1,3,0,1.33,12,0.0,15.96,4,2021-02-04,0
6960,1,25,2,0.93,1,0.0,0.93,4,2021-02-04,0
6960,1,46,0,1.02,4,0.0,4.08,4,2021-02-04,0
6960,1,9,3,1.23,13,0.0,15.99,4,2021-02-04,0
3607,1,1,0,1.09,6,0.0,6.54,1,2021-03-07,0
3607,1,15,1,1.75,4,0.0,7.0,1,2021-03-07,0
3607,1,26,0,57.11,7,0.0,399.77,1,2021-03-07,0
9029,0,33,0,3.54,43,0.1,137.0,5,2022-12-07,1
9029,0,21,1,3.65,94,0.15,291.64,5,2022-12-07,1
9029,0,30,2,2.59,35,0.1,81.58,5,2022-12-07,1
9029,0,11,2,2.66,81,0.1,193.91,5,2022-12-07,1
6579,1,11,2,2.12,2,0.0,4.24,12,2023-02-06,0
6579,1,8,0,2.04,14,0.0,28.56,12,2023-02-06,0
4955,0,34,3,1.02,38,0.15,32.95,1,2022-02-08,1
6018,1,43,3,0.59,12,0.0,7.08,1,2023-04-12,0
6018,1,37,3,0.49,4,0.0,1.96,1,2023-04-12,0
6018,1,7,1,3.67,4,0.0,14.68,1,2023-04-12,0
2705,1,5,2,2.19,13,0.0,28.47,8,2022-07-03,0
2705,1,15,1,1.8,10,0.0,18.0,8,2022-07-03,0
2705,1,28,2,1.68,3,0.0,5.04,8,2022-07-03,0
2705,1,30,2,2.28,12,0.0,27.36,8,2022-07-03,0
733,1,15,1,1.75,4,0.0,7.0,11,2021-10-13,0
733,1,25,2,0.93,4,0.0,3.72,11,2021-10-13,0
733,1,2,0,13.44,8,0.0,107.52,11,2021-10-13,0
733,1,0,3,0.93,6,0.0,5.58,11,2021-10-13,0
7086,1,38,2,0.53,12,0.0,6.36,0,2021-11-23,0
7086,1,21,1,3.12,7,0.0,21.84,0,2021-11-23,0
4684,0,43,3,0.45,87,0.1,35.24,5,2021-08-10,1
4684,0,26,0,33.6,20,0.05,638.4,5,2021-08-10,0
5955,1,2,0,14.26,3,0.0,42.78,14,2023-01-01,0
5955,1,10,2,1.23,12,0.0,14.76,14,2023-01-01,0
5955,1,21,1,3.31,12,0.0,39.72,14,2023-01-01,0
1009,1,7,1,3.46,5,0.0,17.3,4,2021-04-09,0
1009,1,23,2,0.59,11,0.0,6.49,4,2021-04-09,0
1009,1,36,2,1.2,8,0.0,9.6,4,2021-04-09,0
1009,1,29,1,2.31,15,0.0,34.65,4,2021-04-09,0
1009,1,34,3,0.86,8,0.0,6.88,4,2021-04-09,0
1,1,20,0,0.93,11,0.0,10.23,11,2021-03-21,0
1,1,35,0,8.57,2,0.0,17.14,11,2021-03-21,0
1,1,21,1,3.12,5,0.0,15.6,11,2021-03-21,0
5743,0,36,2,0.54,11,0.05,5.64,0,2021-02-19,0
5743,0,11,2,3.08,95,0.1,263.34,0,2021-02-19,1
5743,0,43,3,0.51,32,0.05,15.5,0,2021-02-19,0
5743,0,9,3,1.31,86,0.1,101.39,0,2021-02-19,1
5743,0,15,1,2.57,84,0.1,194.29,0,2021-02-19,1
2013,1,29,1,2.38,11,0.0,26.18,0,2022-05-24,0
6303,0,11,2,2.39,39,0.05,88.55,5,2023-09-10,1
6303,0,7,1,2.79,43,0.05,113.97,5,2023-09-10,1
6303,0,34,3,1.03,88,0.1,81.58,5,2023-09-10,1
6303,0,13,1,1.36,49,0.1,59.98,5,2023-09-10,1
6303,0,15,1,2.45,61,0.05,141.98,5,2023-09-10,1
3001,1,2,0,14.26,4,0.0,57.04,12,2023-04-15,0
7564,1,17,0,1.88,12,0.0,22.56,6,2021-12-05,0
851,1,36,2,1.24,12,0.0,14.88,4,2022-08-13,0
851,1,6,2,1.18,7,0.0,8.26,4,2022-08-13,0
851,1,22,0,4.35,13,0.0,56.55,4,2022-08-13,0
6907,1,39,0,34.61,3,0.0,103.83,7,2022-04-27,0
6907,1,29,1,2.38,12,0.0,28.56,7,2022-04-27,0
6907,1,21,1,3.21,10,0.0,32.1,7,2022-04-27,0
6907,1,32,2,2.27,6,0.0,13.62,7,2022-04-27,0
7991,1,35,0,8.83,13,0.0,114.79,8,2022-10-01,0
7991,1,41,0,109.19,3,0.0,327.57,8,2022-10-01,2
3222,0,27,1,2.4,66,0.05,150.48,15,2023-10-29,1
3222,0,39,0,32.93,34,0.05,1063.64,15,2023-10-29,1
3222,0,29,1,2.91,65,0.05,179.69,15,2023-10-29,1
4094,1,5,2,2.26,2,0.0,4.52,9,2023-03-05,0
4094,1,29,1,2.45,14,0.0,34.3,9,2023-03-05,0
4094,1,27,1,3.11,6,0.0,18.66,9,2023-03-05,0
5189,0,11,2,2.75,90,0.15,210.38,8,2022-08-21,1
5189,0,15,1,1.36,86,0.1,105.26,8,2022-08-21,1
5082,0,17,0,1.53,64,0.1,88.13,14,2022-08-01,1
5082,0,0,3,1.32,62,0.05,77.75,14,2022-08-01,1
772,1,18,0,35.52,14,0.0,497.28,10,2021-02-14,0
772,1,5,2,2.13,5,0.0,10.65,10,2021-02-14,0
772,1,28,2,1.49,4,0.0,5.96,10,2021-02-14,0
155,1,34,3,0.91,3,0.0,2.73,13,2023-07-29,0
155,1,37,3,0.49,7,0.0,3.43,13,2023-07-29,0
155,1,22,0,4.48,9,0.0,40.32,13,2023-07-29,0
155,1,43,3,0.65,2,0.0,1.3,13,2023-07-29,0
7256,0,36,2,0.85,69,0.05,55.72,14,2022-11-30,1
7256,0,21,1,3.55,71,0.05,239.45,14,2022-11-30,1
7724,1,28,2,1.58,8,0.0,12.64,1,2023-03-31,0
5284,1,6,2,1.1,5,0.0,5.5,6,2023-12-25,0
5284,1,3,0,1.41,1,0.0,1.41,6,2023-12-25,0
2782,1,33,0,8.29,15,0.0,124.35,5,2022-04-14,0
2782,1,31,0,4.19,14,0.0,58.66,5,2022-04-14,0
2782,1,37,3,0.47,1,0.0,0.47,5,2022-04-14,0
2782,1,44,3,0.57,9,0.0,5.13,5,2022-04-14,0
2520,1,41,0,112.46,5,0.0,562.3,13,2023-10-11,2
2520,1,16,0,51.76,2,0.0,103.52,13,2023-10-11,0
8924,0,25,2,0.67,43,0.05,27.37,11,2021-07-02,1
8924,0,24,2,3.54,46,0.05,154.7,11,2021-07-02,1
8924,0,2,0,16.51,49,0.05,768.54,11,2021-07-02,1
8924,0,13,1,2.64,92,0.1,218.59,11,2021-07-02,1
7938,0,11,2,2.76,53,0.1,131.65,3,2023-06-22,1
821,1,18,0,36.59,12,0.0,439.08,0,2022-05-24,0
821,1,28,2,1.53,10,0.0,15.3,0,2022-05-24,0
821,1,29,1,2.38,13,0.0,30.94,0,2022-05-24,0
821,1,25,2,0.96,7,0.0,6.72,0,2022-05-24,0
1733,1,25,2,0.96,13,0.0,12.48,8,2022-04-22,0
1733,1,33,0,8.29,14,0.0,116.06,8,2022-04-22,0
1733,1,15,1,1.8,2,0.0,3.6,8,2022-04-22,0
7160,0,9,3,1.06,5,0.05,5.04,8,2023-11-22,0
8747,1,5,2,2.13,2,0.0,4.26,14,2021-01-11,0
8099,0,22,0,5.81,6,0.05,33.12,8,2021-08-27,0
8099,0,46,0,1.78,87,0.1,139.37,8,2021-08-27,1
1830,1,11,2,1.99,15,0.0,29.85,0,2021-12-04,0
1830,1,15,1,1.75,13,0.0,22.75,0,2021-12-04,0
1830,1,21,1,3.12,5,0.0,15.6,0,2021-12-04,0
1830,1,37,3,0.46,13,0.0,5.98,0,2021-12-04,0
1830,1,32,2,2.21,14,0.0,30.94,0,2021-12-04,0
4871,0,41,0,70.94,84,0.05,5661.01,4,2021-02-04,2
4871,0,15,1,1.67,14,0.05,22.21,4,2021-02-04,0
8998,0,17,0,1.86,94,0.15,148.61,4,2023-02-13,1
8998,0,27,1,3.01,81,0.15,207.24,4,2023-02-13,1
8998,0,44,3,0.85,94,0.1,71.91,4,2023-02-13,1
8998,0,6,2,0.58,20,0.05,11.02,4,2023-02-13,0
5918,0,15,1,1.36,23,0.1,28.15,1,2022-07-22,1
5918,0,0,3,1.38,70,0.05,91.77,1,2022-07-22,1
7649,0,36,2,0.77,64,0.1,44.35,10,2023-03-01,1
7649,0,27,1,3.19,94,0.1,269.87,10,2023-03-01,1
7649,0,35,0,10.58,43,0.05,432.19,10,2023-03-01,1
9063,1,3,0,1.41,14,0.0,19.74,11,2023-02-26,0
9063,1,34,3,0.91,1,0.0,0.91,11,2023-02-26,0
9063,1,25,2,0.99,12,0.0,11.88,11,2023-02-26,0
9063,1,38,2,0.56,2,0.0,1.12,11,2023-02-26,0
2963,0,21,1,2.33,58,0.1,121.63,4,2021-03-24,1
2963,0,13,1,2.51,77,0.15,164.28,4,2021-03-24,1
2963,0,11,2,2.9,99,0.15,244.03,4,2021-03-24,1
2963,0,3,0,0.92,13,0.05,11.36,4,2021-03-24,0
3203,1,28,2,1.58,10,0.0,15.8,1,2023-02-17,0
3203,1,8,0,2.04,7,0.0,14.28,1,2023-02-17,0
3203,1,21,1,3.31,13,0.0,43.03,1,2023-02-17,0
3203,1,23,2,0.63,10,0.0,6.3,1,2023-02-17,0
3203,1,32,2,2.34,6,0.0,14.04,1,2023-02-17,0
252,1,2,0,13.84,11,0.0,152.24,11,2022-06-04,0
252,1,29,1,2.38,15,0.0,35.7,11,2022-06-04,0
252,1,8,0,2.18,5,0.0,10.9,11,2022-06-04,0
252,1,27,1,3.02,7,0.0,21.14,11,2022-06-04,0
7366,1,38,2,0.56,3,0.0,1.68,2,2023-03-10,0
3942,0,19,0,1.72,56,0.05,91.5,4,2022-01-22,1
4287,0,5,2,2.69,23,0.05,58.78,3,2022-02-12,0
4241,1,36,2,1.2,9,0.0,10.8,14,2021-02-15,0
4241,1,8,0,1.92,7,0.0,13.44,14,2021-02-15,0
3238,0,15,1,1.83,29,0.1,47.76,1,2023-05-28,1
3238,0,43,3,0.54,37,0.05,18.98,1,2023-05-28,0
3238,0,7,1,2.4,13,0.05,29.64,1,2023-05-28,0
3238,0,28,2,1.22,38,0.05,44.04,1,2023-05-28,1
3238,0,11,2,2.93,93,0.1,245.24,1,2023-05-28,1
5327,0,8,0,3.17,9,0.05,27.1,15,2021-08-26,0
5327,0,13,1,2.13,11,0.05,22.26,15,2021-08-26,0
5327,0,20,0,2.03,97,0.1,177.22,15,2021-08-26,1
8576,0,21,1,3.73,97,0.15,307.54,11,2023-02-15,1
694,1,15,1,1.75,2,0.0,3.5,14,2021-06-09,0
694,1,11,2,1.99,9,0.0,17.91,14,2021-06-09,0
617,1,4,0,5.03,4,0.0,20.12,12,2023-08-07,0
4765,1,21,1,3.31,6,0.0,19.86,10,2023-11-13,0
4765,1,5,2,2.26,10,0.0,22.6,10,2023-11-13,0
3013,0,21,1,2.39,42,0.05,95.36,4,2022-03-23,1
3013,0,0,3,0.54,25,0.05,12.82,4,2022-03-23,0
3013,0,42,3,0.68,21,0.15,12.14,4,2022-03-23,1
5480,0,25,2,1.11,90,0.1,89.91,5,2022-06-29,1
5480,0,36,2,0.59,20,0.05,11.21,5,2022-06-29,0
5480,0,30,2,2.48,68,0.05,160.21,5,2022-06-29,1
5480,0,18,0,23.05,19,0.1,394.16,5,2022-06-29,1
81,0,0,3,0.59,12,0.05,6.73,7,2021-06-01,0
81,0,43,3,0.56,42,0.05,22.34,7,2021-06-01,1
81,0,7,1,4.12,100,0.15,350.2,7,2021-06-01,1
81,0,34,3,1.08,94,0.1,91.37,7,2021-06-01,1
7386,0,19,0,1.48,77,0.1,102.56,9,2022-05-31,1
7386,0,2,0,36.3,99,0.1,3234.33,9,2022-05-31,2
876,1,7,1,3.67,10,0.0,36.7,5,2023-07-20,0
876,1,40,1,3.43,9,0.0,30.87,5,2023-07-20,0
876,1,0,3,0.99,9,0.0,8.91,5,2023-07-20,0
876,1,2,0,14.26,8,0.0,114.08,5,2023-07-20,0
5587,1,17,0,1.94,2,0.0,3.88,0,2022-02-07,0
4387,1,9,3,1.26,8,0.0,10.08,8,2022-03-07,0
7879,1,28,2,1.53,6,0.0,9.18,4,2022-04-21,0
7879,1,45,3,1.42,14,0.0,19.88,4,2022-04-21,0
7879,1,12,3,1.04,15,0.0,15.6,4,2022-04-21,0
7879,1,44,3,0.57,13,0.0,7.41,4,2022-04-21,0
7879,1,30,2,2.28,12,0.0,27.36,4,2022-04-21,0
7289,0,45,3,1.18,60,0.1,63.72,11,2021-04-01,1
7289,0,5,2,2.13,62,0.1,118.85,11,2021-04-01,1
7289,0,44,3,0.4,2,0.05,0.76,11,2021-04-01,0
6250,1,45,3,1.42,7,0.0,9.94,14,2022-01-17,0
6250,1,0,3,0.96,14,0.0,13.44,14,2022-01-17,0
6250,1,10,2,1.19,8,0.0,9.52,14,2022-01-17,0
6250,1,7,1,3.56,8,0.0,28.48,14,2022-01-17,0
6250,1,43,3,0.58,3,0.0,1.74,14,2022-01-17,0
6377,1,9,3,1.31,9,0.0,11.79,1,2023-01-12,0
6377,1,19,0,1.63,4,0.0,6.52,1,2023-01-12,0
6377,1,5,2,2.26,12,0.0,27.12,1,2023-01-12,0
649,1,29,1,2.45,14,0.0,34.3,12,2023-04-21,0
6235,1,45,3,1.38,7,0.0,9.66,10,2021-09-14,0
6235,1,31,0,4.07,10,0.0,40.7,10,2021-09-14,0
6235,1,24,2,3.12,9,0.0,28.08,10,2021-09-14,0
6235,1,39,0,33.6,6,0.0,201.6,10,2021-09-14,0
4550,1,40,1,3.43,2,0.0,6.86,4,2023-01-01,0
4550,1,45,3,1.46,11,0.0,16.06,4,2023-01-01,0
4550,1,27,1,3.11,4,0.0,12.44,4,2023-01-01,0
